Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2017,1,1,0,0,0,0,8,2,166.36,0,0.157,1.1,1.43,42.8,100,4,930
2017,1,1,0,30,0,0,8,2,163.49,0,0.157,1.1,1.416,42.8,100,4,930
2017,1,1,1,0,0,0,3,2,158.95,0,0.157,1.1,1.403,35.1,100,4,930
2017,1,1,1,30,0,0,1,2,153.6,0,0.157,1.1,1.39,35.1,100,4,930
2017,1,1,2,0,0,0,0,2,147.87,0,0.157,1.1,1.378,22.3,100,4,930
2017,1,1,2,30,0,0,3,2,141.94,0,0.157,1.1,1.365,22.3,100,4,930
2017,1,1,3,0,0,0,1,1,135.92,0,0.157,1.1,1.353,4,99.6,4,930
2017,1,1,3,30,0,0,1,1,129.87,0,0.157,1.2,1.335,4,99.58,4,930
2017,1,1,4,0,0,0,1,1,123.83,0,0.157,1.3,1.317,349.8,98.41,4,930
2017,1,1,4,30,0,0,1,1,117.82,0,0.157,1.3,1.29,349.8,100,3,930
2017,1,1,5,0,0,0,1,1,111.89,0,0.157,1.4,1.264,343.7,100,3,930
2017,1,1,5,30,0,0,1,1,106.04,0,0.157,1.4,1.23,343.7,100,3,930
2017,1,1,6,0,0,0,1,1,100.32,0,0.157,1.4,1.198,341.8,100,3,930
2017,1,1,6,30,0,0,1,1,94.75,0,0.157,1.2,1.17,341.8,100,4,930
2017,1,1,7,0,0,0,1,1,89.36,0,0.157,1.1,1.142,335.1,97.65,5,930
2017,1,1,7,30,68,68,1,1,84.21,0,0.157,1.4,1.124,335.1,90.96,6,930
2017,1,1,8,0,148,148,1,2,79.35,0,0.157,1.7,1.106,325.9,82.71,8,930
2017,1,1,8,30,230,230,0,2,74.82,0,0.157,1.4,1.101,325.9,77.18,9,930
2017,1,1,9,0,308,308,0,2,70.71,0,0.157,1.1,1.096,316.1,70.16,10,930
2017,1,1,9,30,377,377,0,2,67.08,0,0.157,0.9,1.088,316.1,65.57,11,930
2017,1,1,10,0,444,444,0,2,64.04,0,0.157,0.7,1.081,254.2,60.72,12,930
2017,1,1,10,30,489,489,0,2,61.66,0,0.157,1.2,1.069,254.2,60.69,13,930
2017,1,1,11,0,521,521,0,2,60.02,0,0.157,1.7,1.059,225.2,55.31,14,930
2017,1,1,11,30,536,536,0,2,59.19,0,0.157,2.3,1.056,225.2,55.29,14,930
2017,1,1,12,0,536,536,0,2,59.21,0,0.157,2.9,1.054,229,50.45,15,930
2017,1,1,12,30,520,520,0,2,60.07,0,0.157,3.3,1.054,229,50.44,15,930
2017,1,1,13,0,489,489,0,1,61.73,0,0.157,3.7,1.054,228,46.21,15,930
2017,1,1,13,30,444,444,0,1,64.14,0,0.157,3.9,1.039,228,46.2,15,930
2017,1,1,14,0,386,386,1,1,67.21,0,0.157,4.1,1.024,223.4,45.72,15,930
2017,1,1,14,30,316,316,0,1,70.85,0,0.157,3.8,0.98,223.4,48.8,14,930
2017,1,1,15,0,238,238,0,1,74.98,0,0.157,3.6,0.937,219.2,53.33,13,930
2017,1,1,15,30,154,154,1,1,79.52,0,0.157,3,0.887,219.2,60.94,11,930
2017,1,1,16,0,71,71,1,1,84.4,0,0.157,2.4,0.837,215.4,70.44,9,930
2017,1,1,16,30,0,0,0,1,89.55,0,0.157,2.7,0.802,215.4,75.46,8,930
2017,1,1,17,0,0,0,0,1,94.95,0,0.157,3,0.768,215.9,73.49,8,930
2017,1,1,17,30,0,0,0,1,100.52,0,0.157,3.4,0.739,215.9,78.79,7,930
2017,1,1,18,0,0,0,0,1,106.25,0,0.157,3.8,0.711,216.8,77.41,7,930
2017,1,1,18,30,0,0,0,1,112.1,0,0.157,4.2,0.672,216.8,83.02,7,930
2017,1,1,19,0,0,0,0,1,118.04,0,0.157,4.7,0.634,217.7,81.01,7,930
2017,1,1,19,30,0,0,1,1,124.04,0,0.157,5.4,0.593,217.7,81.02,6,930
2017,1,1,20,0,0,0,0,0,130.09,0,0.157,6.1,0.553,217.5,79.37,6,930
2017,1,1,20,30,0,0,0,0,136.14,0,0.157,6.5,0.529,217.5,79.38,6,930
2017,1,1,21,0,0,0,0,0,142.15,0,0.157,6.9,0.505,217.8,79.73,6,930
2017,1,1,21,30,0,0,1,0,148.07,0,0.157,6.9,0.501,217.8,85.55,5,930
2017,1,1,22,0,0,0,8,1,153.78,0,0.157,7,0.497,218.3,87.35,5,930
2017,1,1,22,30,0,0,8,1,159.1,0,0.157,6.9,0.508,218.3,87.36,5,930
2017,1,1,23,0,0,0,6,1,163.57,0,0.157,6.9,0.519,218.9,89.58,5,930
2017,1,1,23,30,0,0,6,1,166.34,0,0.157,6.6,0.535,218.9,89.58,5,930
2017,1,2,0,0,0,0,9,1,166.3,0,0.157,6.4,0.551,218.5,91.55,5,930
2017,1,2,0,30,0,0,9,1,163.47,0,0.157,6,0.569,218.5,91.56,5,930
2017,1,2,1,0,0,0,9,1,158.96,0,0.157,5.6,0.587,216.9,92.79,5,930
2017,1,2,1,30,0,0,9,1,153.63,0,0.157,5.2,0.608,216.9,92.8,5,930
2017,1,2,2,0,0,0,9,2,147.91,0,0.157,4.9,0.63,215.8,93.77,5,930
2017,1,2,2,30,0,0,9,2,141.99,0,0.157,4.7,0.657,215.8,93.79,5,930
2017,1,2,3,0,0,0,9,2,135.97,0,0.157,4.5,0.684,215.2,94.56,5,930
2017,1,2,3,30,0,0,9,2,129.92,1,0.157,4.4,0.716,215.2,94.58,5,930
2017,1,2,4,0,0,0,6,2,123.88,0,0.157,4.3,0.748,213.1,95.52,5,930
2017,1,2,4,30,0,0,8,2,117.87,0,0.157,4.3,0.79,213.1,95.54,5,930
2017,1,2,5,0,0,0,8,2,111.93,0,0.157,4.3,0.833,208.2,96.89,6,930
2017,1,2,5,30,0,0,6,2,106.08,0,0.157,4.3,0.885,208.2,96.91,6,930
2017,1,2,6,0,0,0,8,2,100.35,0,0.157,4.3,0.938,202.7,91.67,6,930
2017,1,2,6,30,0,0,8,2,94.78,0,0.157,4.4,0.991,202.7,91.69,6,940
2017,1,2,7,0,0,0,8,2,89.38,0,0.157,4.5,1.044,200.2,92.94,6,940
2017,1,2,7,30,39,69,6,2,84.23,4,0.157,4.8,1.093,200.2,92.97,6,940
2017,1,2,8,0,84,147,6,3,79.35,4,0.157,5.2,1.143,200.3,88.4,7,940
2017,1,2,8,30,131,229,6,3,74.82,4,0.157,5.5,1.193,200.3,88.42,7,940
2017,1,2,9,0,174,306,6,3,70.69,4,0.157,5.8,1.243,201.6,84.01,8,940
2017,1,2,9,30,213,374,6,3,67.06,0,0.157,6.3,1.294,201.6,84.01,8,940
2017,1,2,10,0,291,431,8,3,64,0,0.157,6.9,1.345,205.4,78.22,9,940
2017,1,2,10,30,228,475,6,3,61.6,0,0.157,7.2,1.386,205.4,78.2,9,940
2017,1,2,11,0,355,506,8,3,59.95,0,0.157,7.5,1.427,208.4,72.28,10,940
2017,1,2,11,30,406,521,8,3,59.11,0,0.157,7.5,1.454,208.4,72.26,10,940
2017,1,2,12,0,407,522,8,3,59.11,1,0.157,7.6,1.482,208.6,71.25,10,940
2017,1,2,12,30,383,507,8,3,59.96,0,0.157,7.5,1.491,208.6,71.26,10,940
2017,1,2,13,0,397,472,7,2,61.61,0,0.157,7.5,1.501,209.4,69.93,10,940
2017,1,2,13,30,427,427,1,2,64.01,0,0.157,7.3,1.498,209.4,69.94,10,940
2017,1,2,14,0,371,371,2,2,67.07,4,0.157,7.1,1.496,209.6,64.81,11,940
2017,1,2,14,30,302,302,1,2,70.71,0,0.157,6.6,1.484,209.6,69.35,10,940
2017,1,2,15,0,226,226,3,2,74.84,4,0.157,6.2,1.472,207,69.67,10,940
2017,1,2,15,30,145,145,4,2,79.38,4,0.157,5.2,1.452,207,74.6,9,940
2017,1,2,16,0,66,66,4,3,84.25,4,0.157,4.3,1.432,199.2,81.2,8,940
2017,1,2,16,30,0,0,4,3,89.41,0,0.157,3.8,1.42,199.2,87.05,7,940
2017,1,2,17,0,0,0,4,3,94.81,0,0.157,3.3,1.409,194.8,88.76,7,940
2017,1,2,17,30,0,0,3,3,100.38,0,0.157,3.2,1.383,194.8,95.2,6,940
2017,1,2,18,0,0,0,1,3,106.11,0,0.157,3.2,1.358,193.7,96.73,6,940
2017,1,2,18,30,0,0,1,3,111.96,0,0.157,3.2,1.335,193.7,96.76,6,940
2017,1,2,19,0,0,0,1,3,117.9,1,0.157,3.3,1.312,196.2,98.01,6,940
2017,1,2,19,30,0,0,8,3,123.91,0,0.157,3.3,1.281,196.2,98.04,6,940
2017,1,2,20,0,0,0,8,3,129.95,0,0.157,3.3,1.251,201.7,98.81,6,940
2017,1,2,20,30,0,0,8,3,136,0,0.157,3.2,1.218,201.7,98.84,6,940
2017,1,2,21,0,0,0,8,3,142.01,0,0.157,3.2,1.187,206.6,99.01,6,940
2017,1,2,21,30,0,0,8,3,147.93,0,0.157,3.1,1.156,206.6,99.04,6,940
2017,1,2,22,0,0,0,8,3,153.64,0,0.157,3,1.126,207.9,99.02,6,940
2017,1,2,22,30,0,0,8,2,158.95,0,0.157,2.8,1.106,207.9,100,5,940
2017,1,2,23,0,0,0,6,2,163.44,0,0.157,2.7,1.087,208.8,100,5,940
2017,1,2,23,30,0,0,8,2,166.22,0,0.157,2.6,1.071,208.8,100,5,940
2017,1,3,0,0,0,0,6,2,166.23,0,0.157,2.5,1.056,210,100,6,940
2017,1,3,0,30,0,0,6,2,163.45,0,0.157,2.3,1.054,210,100,5,940
2017,1,3,1,0,0,0,6,2,158.97,0,0.157,2.2,1.053,209.4,100,5,940
2017,1,3,1,30,0,0,6,2,153.66,0,0.157,2.1,1.059,209.4,100,5,940
2017,1,3,2,0,0,0,8,2,147.95,0,0.157,2,1.065,210.4,100,5,940
2017,1,3,2,30,0,0,6,2,142.03,0,0.157,1.9,1.08,210.4,100,5,940
2017,1,3,3,0,0,0,6,2,136.02,0,0.157,1.9,1.095,210.1,100,5,940
2017,1,3,3,30,0,0,8,2,129.97,0,0.157,1.8,1.123,210.1,100,5,940
2017,1,3,4,0,0,0,6,2,123.92,0,0.157,1.8,1.152,212.9,100,5,940
2017,1,3,4,30,0,0,6,2,117.91,0,0.157,1.7,1.181,212.9,100,5,940
2017,1,3,5,0,0,0,6,2,111.97,0,0.157,1.6,1.211,214.1,100,5,940
2017,1,3,5,30,0,0,6,2,106.12,0,0.157,1.6,1.237,214.1,100,5,940
2017,1,3,6,0,0,0,8,2,100.38,0,0.157,1.6,1.263,211.1,100,5,940
2017,1,3,6,30,0,0,6,2,94.8,0,0.157,1.5,1.285,211.1,100,5,940
2017,1,3,7,0,0,0,6,2,89.4,0,0.157,1.5,1.307,207.4,100,5,940
2017,1,3,7,30,54,71,6,3,84.24,4,0.157,2,1.329,207.4,95.26,6,940
2017,1,3,8,0,116,153,8,3,79.35,4,0.157,2.5,1.351,208,88.78,7,940
2017,1,3,8,30,179,236,8,3,74.81,4,0.157,2.9,1.371,208,82.86,8,940
2017,1,3,9,0,238,315,8,3,70.67,4,0.157,3.3,1.392,201,75.83,9,940
2017,1,3,9,30,291,385,8,3,67.02,0,0.157,3.4,1.409,201,70.83,10,940
2017,1,3,10,0,344,443,8,2,63.95,0,0.157,3.6,1.427,194.2,63.91,11,940
2017,1,3,10,30,273,488,8,2,61.54,0,0.157,3.6,1.44,194.2,63.89,11,940
2017,1,3,11,0,255,518,6,2,59.87,0,0.157,3.7,1.453,194.4,58.4,12,940
2017,1,3,11,30,332,533,8,2,59.02,0,0.157,3.6,1.457,194.4,58.37,12,940
2017,1,3,12,0,386,534,8,2,59,0,0.157,3.6,1.462,192.3,57.74,12,940
2017,1,3,12,30,376,519,8,2,59.84,0,0.157,3.4,1.466,192.3,57.72,12,940
2017,1,3,13,0,381,489,8,2,61.48,0,0.157,3.2,1.471,186.4,57.9,12,940
2017,1,3,13,30,318,444,8,2,63.88,0,0.157,2.8,1.485,186.4,57.89,12,940
2017,1,3,14,0,282,386,8,2,66.93,0,0.157,2.5,1.5,177.7,59.45,12,940
2017,1,3,14,30,232,317,8,2,70.57,4,0.157,1.9,1.521,177.7,63.57,11,940
2017,1,3,15,0,174,238,8,3,74.7,4,0.157,1.3,1.543,169.7,72.85,10,940
2017,1,3,15,30,113,155,4,3,79.23,4,0.157,1.3,1.553,169.7,78,9,940
2017,1,3,16,0,53,73,4,3,84.11,4,0.157,1.3,1.565,172.2,81.55,9,940
2017,1,3,16,30,0,0,4,3,89.27,0,0.157,1.3,1.556,172.2,81.57,8,940
2017,1,3,17,0,0,0,8,2,94.66,0,0.157,1.3,1.548,178.5,80.94,8,940
2017,1,3,17,30,0,0,8,2,100.24,0,0.157,1.3,1.538,178.5,86.75,7,940
2017,1,3,18,0,0,0,8,3,105.97,0,0.157,1.3,1.529,184.8,87.2,7,940
2017,1,3,18,30,0,0,7,3,111.82,0,0.157,1.3,1.536,184.8,87.2,7,940
2017,1,3,19,0,0,0,7,3,117.76,0,0.157,1.3,1.544,187.9,87.85,7,940
2017,1,3,19,30,0,0,0,3,123.76,0,0.157,1.3,1.553,187.9,94.19,6,940
2017,1,3,20,0,0,0,0,3,129.81,0,0.157,1.3,1.562,188.4,95.11,6,940
2017,1,3,20,30,0,0,0,2,135.85,0,0.157,1.3,1.56,188.4,100,5,940
2017,1,3,21,0,0,0,1,2,141.87,0,0.157,1.4,1.558,193.5,100,5,940
2017,1,3,21,30,0,0,8,2,147.78,0,0.157,1.4,1.539,193.5,100,5,940
2017,1,3,22,0,0,0,1,2,153.5,0,0.157,1.5,1.521,205.1,100,5,940
2017,1,3,22,30,0,0,1,2,158.81,0,0.157,1.5,1.488,205.1,100,4,940
2017,1,3,23,0,0,0,1,2,163.29,0,0.157,1.5,1.456,215.4,100,4,940
2017,1,3,23,30,0,0,0,2,166.1,0,0.157,1.5,1.438,215.4,100,4,940
2017,1,4,0,0,0,0,0,2,166.15,0,0.157,1.5,1.421,221.2,100,4,940
2017,1,4,0,30,0,0,0,1,163.42,0,0.157,1.4,1.415,221.2,100,4,940
2017,1,4,1,0,0,0,0,1,158.98,1,0.157,1.4,1.41,219.5,100,4,940
2017,1,4,1,30,0,0,0,1,153.68,0,0.157,1.4,1.414,219.5,100,3,940
2017,1,4,2,0,0,0,1,1,147.98,0,0.157,1.5,1.418,213.8,100,3,940
2017,1,4,2,30,0,0,0,1,142.07,0,0.157,1.5,1.441,213.8,100,3,940
2017,1,4,3,0,0,0,1,1,136.06,0,0.157,1.5,1.465,211.8,100,3,940
2017,1,4,3,30,0,0,1,1,130.01,0,0.157,1.5,1.497,211.8,100,3,940
2017,1,4,4,0,0,0,1,1,123.96,0,0.157,1.6,1.53,210.7,100,3,940
2017,1,4,4,30,0,0,1,1,117.95,0,0.157,1.6,1.547,210.7,100,3,940
2017,1,4,5,0,0,0,1,1,112,0,0.157,1.6,1.565,207.4,100,3,940
2017,1,4,5,30,0,0,1,1,106.15,0,0.157,1.5,1.597,207.4,100,3,940
2017,1,4,6,0,0,0,8,1,100.41,0,0.157,1.4,1.63,211.4,100,3,940
2017,1,4,6,30,0,0,8,1,94.82,0,0.157,1.4,1.661,211.4,100,4,940
2017,1,4,7,0,0,0,1,2,89.41,0,0.157,1.5,1.692,212.8,100,5,940
2017,1,4,7,30,34,71,4,2,84.24,4,0.157,2,1.734,212.8,94.05,6,940
2017,1,4,8,0,73,151,8,2,79.35,4,0.157,2.6,1.777,211.8,82.16,8,940
2017,1,4,8,30,113,234,3,2,74.79,4,0.157,3.3,1.829,211.8,76.65,9,940
2017,1,4,9,0,151,310,8,2,70.64,0,0.157,4.1,1.882,204.6,69.8,10,940
2017,1,4,9,30,292,379,8,2,66.98,0,0.157,4.6,1.934,204.6,65.21,11,940
2017,1,4,10,0,283,435,8,3,63.89,0,0.157,5.1,1.987,210.4,59.68,13,940
2017,1,4,10,30,290,479,8,3,61.47,0,0.157,5.3,2.036,210.4,59.63,13,940
2017,1,4,11,0,509,509,1,4,59.79,0,0.157,5.6,2.086,217.7,58.1,14,940
2017,1,4,11,30,524,524,1,4,58.92,0,0.157,5.8,2.117,217.7,58.06,14,940
2017,1,4,12,0,524,524,1,4,58.89,0,0.157,6.1,2.148,226.1,56.88,15,940
2017,1,4,12,30,510,510,1,4,59.71,0,0.157,6.3,2.099,226.1,56.84,15,940
2017,1,4,13,0,479,479,1,5,61.35,0,0.157,6.5,2.051,227,59.11,15,940
2017,1,4,13,30,436,436,1,5,63.74,0,0.157,6.5,2.009,227,63.09,15,940
2017,1,4,14,0,379,379,2,5,66.79,4,0.157,6.6,1.969,227.2,65.5,15,940
2017,1,4,14,30,311,311,2,5,70.42,4,0.157,5.9,1.984,227.2,69.97,14,940
2017,1,4,15,0,234,234,3,6,74.55,4,0.157,5.3,2,227.7,73.08,14,940
2017,1,4,15,30,152,152,3,6,79.08,4,0.157,4,2.008,227.7,78.11,12,940
2017,1,4,16,0,71,71,3,6,83.96,4,0.157,2.8,2.016,224.7,85.49,11,940
2017,1,4,16,30,0,0,1,6,89.12,0,0.157,2.5,2.012,224.7,91.47,10,940
2017,1,4,17,0,0,0,1,6,94.51,0,0.157,2.4,2.009,215.2,99.47,10,940
2017,1,4,17,30,0,0,1,6,100.09,0,0.157,2.6,2.028,215.2,99.5,9,940
2017,1,4,18,0,0,0,3,7,105.82,0,0.157,2.9,2.047,211.2,100,9,940
2017,1,4,18,30,0,0,3,7,111.67,0,0.157,3.2,2.036,211.2,100,9,940
2017,1,4,19,0,0,0,3,7,117.61,0,0.157,3.6,2.025,210.2,100,9,940
2017,1,4,19,30,0,0,1,7,123.62,0,0.157,3.6,1.983,210.2,100,9,940
2017,1,4,20,0,0,0,1,7,129.66,0,0.157,3.6,1.941,211.2,100,9,940
2017,1,4,20,30,0,0,4,6,135.71,0,0.157,3.5,1.905,211.2,100,8,940
2017,1,4,21,0,0,0,8,6,141.72,0,0.157,3.4,1.87,211.7,100,8,940
2017,1,4,21,30,0,0,8,6,147.64,0,0.157,3.3,1.86,211.7,100,8,940
2017,1,4,22,0,0,0,3,6,153.35,0,0.157,3.3,1.85,214.4,100,8,930
2017,1,4,22,30,0,0,8,4,158.66,0,0.157,3.2,1.851,214.4,100,8,930
2017,1,4,23,0,0,0,8,4,163.14,0,0.157,3.1,1.852,217,100,8,930
2017,1,4,23,30,0,0,8,4,165.97,0,0.157,3,1.853,217,100,7,930
2017,1,5,0,0,0,0,8,4,166.06,0,0.157,3,1.854,218.7,100,7,930
2017,1,5,0,30,0,0,1,4,163.38,0,0.157,2.8,1.872,218.7,100,7,930
2017,1,5,1,0,0,0,3,4,158.97,0,0.157,2.7,1.891,217.2,100,7,930
2017,1,5,1,30,0,0,3,4,153.7,0,0.157,2.7,1.928,217.2,100,7,930
2017,1,5,2,0,0,0,1,4,148.01,0,0.157,2.8,1.966,216.6,100,7,930
2017,1,5,2,30,0,0,1,4,142.1,0,0.157,2.8,1.992,216.6,100,7,930
2017,1,5,3,0,0,0,1,4,136.09,0,0.157,2.8,2.019,217.5,100,7,930
2017,1,5,3,30,0,0,1,4,130.04,0,0.157,2.9,2.031,217.5,100,7,930
2017,1,5,4,0,0,0,8,6,124,0,0.157,3.1,2.044,218.5,100,8,930
2017,1,5,4,30,0,0,8,6,117.98,0,0.157,3.2,2.041,218.5,100,8,930
2017,1,5,5,0,0,0,1,6,112.03,0,0.157,3.4,2.04,221.3,100,8,930
2017,1,5,5,30,0,0,1,6,106.17,0,0.157,3.5,2.02,221.3,100,8,930
2017,1,5,6,0,0,0,1,6,100.43,0,0.157,3.6,2.001,224.2,100,8,930
2017,1,5,6,30,0,0,1,7,94.83,0,0.157,4.2,1.964,224.2,100,9,930
2017,1,5,7,0,0,0,1,7,89.42,1,0.157,4.9,1.929,225.2,96.64,10,930
2017,1,5,7,30,69,69,3,7,84.24,4,0.157,5.4,1.888,225.2,96.64,11,930
2017,1,5,8,0,148,148,1,7,79.33,0,0.157,5.9,1.847,223.8,93.21,12,930
2017,1,5,8,30,231,231,3,7,74.77,4,0.157,6.6,1.788,223.8,87.16,12,930
2017,1,5,9,0,18,309,8,8,70.61,0,0.157,7.3,1.73,228.3,83.86,13,930
2017,1,5,9,30,209,380,4,8,66.93,0,0.157,7.8,1.661,228.3,83.85,14,930
2017,1,5,10,0,236,436,8,8,63.83,0,0.157,8.3,1.592,233.6,79.06,15,930
2017,1,5,10,30,8,482,8,8,61.39,0,0.157,8.5,1.508,233.6,74,15,930
2017,1,5,11,0,29,517,6,8,59.69,0,0.157,8.7,1.424,235.9,67.97,16,930
2017,1,5,11,30,24,533,6,8,58.81,0,0.157,8.9,1.393,235.9,67.92,17,930
2017,1,5,12,0,24,536,6,7,58.77,1,0.157,9.2,1.363,238.6,59.2,18,930
2017,1,5,12,30,384,521,2,7,59.58,0,0.157,9.4,1.365,238.6,59.17,18,930
2017,1,5,13,0,491,491,1,6,61.21,0,0.157,9.7,1.367,239.6,52.06,18,930
2017,1,5,13,30,446,446,1,6,63.59,0,0.157,9.8,1.351,239.6,55.48,17,930
2017,1,5,14,0,389,389,1,6,66.64,0,0.157,10,1.336,239.6,55.23,17,930
2017,1,5,14,30,320,320,0,6,70.27,0,0.157,10,1.31,239.6,58.9,16,930
2017,1,5,15,0,241,241,0,6,74.39,0,0.157,10,1.285,239.9,59.11,16,930
2017,1,5,15,30,157,157,0,6,78.93,0,0.157,9.6,1.267,239.9,63.08,15,930
2017,1,5,16,0,75,75,1,6,83.81,0,0.157,9.3,1.251,239.2,67.31,14,930
2017,1,5,16,30,12,12,1,6,88.96,0,0.157,9.2,1.226,239.2,71.9,13,930
2017,1,5,17,0,0,0,1,5,94.36,0,0.157,9.2,1.201,239.8,76.06,13,930
2017,1,5,17,30,0,0,1,5,99.94,0,0.157,9.3,1.168,239.8,81.37,12,930
2017,1,5,18,0,0,0,0,5,105.67,0,0.157,9.5,1.136,245.6,78.11,12,930
2017,1,5,18,30,0,0,1,5,111.52,0,0.157,9,1.096,245.6,83.61,11,930
2017,1,5,19,0,0,0,1,4,117.47,0,0.157,8.6,1.057,252.1,77.5,10,930
2017,1,5,19,30,0,0,1,4,123.47,0,0.157,7.4,1.004,252.1,83.03,9,930
2017,1,5,20,0,0,0,1,2,129.52,0,0.157,6.3,0.952,265.3,74.56,9,930
2017,1,5,20,30,0,0,4,2,135.56,0,0.157,5,0.866,265.3,79.94,8,930
2017,1,5,21,0,0,0,4,0,141.57,0,0.157,3.8,0.781,297.7,70.81,7,940
2017,1,5,21,30,0,0,4,0,147.49,0,0.157,3.6,0.689,297.7,75.99,6,940
2017,1,5,22,0,0,0,4,-3,153.19,0,0.157,3.5,0.597,346.4,59.9,6,940
2017,1,5,22,30,0,0,4,-3,158.5,0,0.157,4.1,0.523,346.4,64.33,5,940
2017,1,5,23,0,0,0,4,-6,162.99,0,0.157,4.7,0.45,10.3,54.76,4,940
2017,1,5,23,30,0,0,3,-6,165.83,0,0.157,4,0.398,10.3,58.86,3,940
2017,1,6,0,0,0,0,4,-6,165.97,0,0.157,3.3,0.347,18.6,59.39,2,940
2017,1,6,0,30,0,0,1,-6,163.34,0,0.157,2.9,0.323,18.6,59.42,1,940
2017,1,6,1,0,0,0,1,-7,158.96,0,0.157,2.5,0.3,16.8,56.73,1,940
2017,1,6,1,30,0,0,1,-7,153.71,0,0.157,2.9,0.287,16.8,56.74,0,940
2017,1,6,2,0,0,0,1,-9,148.03,0,0.157,3.4,0.275,20.3,52.34,0,940
2017,1,6,2,30,0,0,1,-9,142.13,0,0.157,3.8,0.262,20.3,52.35,0,940
2017,1,6,3,0,0,0,1,-11,136.12,0,0.157,4.3,0.25,23.7,43.64,0,940
2017,1,6,3,30,0,0,1,-11,130.07,0,0.157,4.1,0.238,23.7,43.65,0,940
2017,1,6,4,0,0,0,1,-13,124.03,0,0.157,3.9,0.227,24.9,42.4,0,940
2017,1,6,4,30,0,0,1,-13,118.01,0,0.157,3.6,0.219,24.9,42.41,0,940
2017,1,6,5,0,0,0,1,-14,112.06,0,0.157,3.4,0.211,23.3,41.51,-1,940
2017,1,6,5,30,0,0,1,-14,106.19,0,0.157,3.1,0.207,23.3,41.52,-1,940
2017,1,6,6,0,0,0,1,-15,100.44,0,0.157,2.9,0.204,19,39.07,-1,940
2017,1,6,6,30,0,0,1,-15,94.84,0,0.157,3.6,0.201,19,36.29,0,940
2017,1,6,7,0,0,0,1,-16,89.42,0,0.157,4.4,0.199,15.1,31.74,0,940
2017,1,6,7,30,85,85,1,-16,84.23,0,0.157,5.1,0.198,15.1,29.5,0,940
2017,1,6,8,0,176,176,1,-18,79.32,0,0.157,5.8,0.197,17,23.53,1,940
2017,1,6,8,30,268,268,1,-18,74.74,0,0.157,5.6,0.202,17,23.54,2,940
2017,1,6,9,0,352,352,1,-18,70.56,0,0.157,5.5,0.208,20.3,22.82,3,950
2017,1,6,9,30,426,426,0,-18,66.87,0,0.157,5.1,0.216,20.3,21.23,3,950
2017,1,6,10,0,486,486,0,-18,63.76,0,0.157,4.8,0.224,21.6,20.62,4,950
2017,1,6,10,30,534,534,1,-18,61.3,0,0.157,4.5,0.235,21.6,19.2,5,950
2017,1,6,11,0,567,567,1,-18,59.59,0,0.157,4.2,0.246,22.5,18.35,6,940
2017,1,6,11,30,583,583,1,-18,58.69,0,0.157,4,0.263,22.5,18.34,6,940
2017,1,6,12,0,582,582,1,-17,58.64,0,0.157,3.8,0.28,23.7,17.22,7,940
2017,1,6,12,30,565,565,1,-17,59.45,0,0.157,3.6,0.301,23.7,17.22,7,940
2017,1,6,13,0,533,533,0,-17,61.06,0,0.157,3.5,0.323,21.7,17.54,7,940
2017,1,6,13,30,486,486,1,-17,63.44,0,0.157,3.2,0.344,21.7,17.54,7,940
2017,1,6,14,0,424,424,0,-17,66.48,0,0.157,2.9,0.365,15.9,18.27,7,940
2017,1,6,14,30,351,351,1,-17,70.11,0,0.157,2.4,0.388,15.9,19.59,6,940
2017,1,6,15,0,267,267,8,-14,74.23,4,0.157,2,0.412,4.5,25.24,6,940
2017,1,6,15,30,178,178,0,-14,78.77,0,0.157,1.5,0.42,4.5,29.07,4,940
2017,1,6,16,0,90,90,1,-10,83.65,0,0.157,1.1,0.429,345.5,42.33,3,940
2017,1,6,16,30,16,16,1,-10,88.81,0,0.157,1.2,0.446,345.5,45.51,2,940
2017,1,6,17,0,0,0,0,-11,94.2,0,0.157,1.4,0.463,333.5,41.1,1,940
2017,1,6,17,30,0,0,0,-11,99.79,0,0.157,1.4,0.492,333.5,41.11,1,940
2017,1,6,18,0,0,0,8,-12,105.52,0,0.157,1.5,0.522,332.2,42.56,1,940
2017,1,6,18,30,0,0,8,-12,111.37,0,0.157,1.5,0.548,332.2,42.57,0,950
2017,1,6,19,0,0,0,8,-12,117.32,0,0.157,1.6,0.576,328,40.93,0,950
2017,1,6,19,30,0,0,4,-12,123.33,0,0.157,1.7,0.606,328,40.94,0,950
2017,1,6,20,0,0,0,4,-12,129.37,0,0.157,1.8,0.636,332.6,40.58,0,950
2017,1,6,20,30,0,0,0,-12,135.42,0,0.157,1.8,0.667,332.6,40.58,0,950
2017,1,6,21,0,0,0,0,-12,141.43,0,0.157,1.8,0.7,342.6,41.82,0,950
2017,1,6,21,30,0,0,1,-12,147.33,0,0.157,1.7,0.74,342.6,41.81,0,950
2017,1,6,22,0,0,0,8,-11,153.04,0,0.157,1.6,0.78,352.1,44.49,0,950
2017,1,6,22,30,0,0,8,-11,158.34,0,0.157,1.6,0.816,352.1,44.48,0,950
2017,1,6,23,0,0,0,8,-10,162.83,0,0.157,1.6,0.852,358.7,46.84,0,950
